# Compact English word-frequency dictionary used for local perplexity estimation.
# Format: word<TAB>log10(frequency per million tokens).
# Coarse buckets: words share a bucket value, which is enough for a reliable
# relative surprisal signal. Tokens missing from this file are treated as rare
# (log-frequency 0.0). Derived from standard English frequency lists; the top
# ~1,700 words cover the large majority of ordinary prose.
# Bucket 7.0 - the most common words in English
salty	6.0
spicy	6.0
delicious	6.0
hungry	6.0
thirsty	6.0
sleep	6.0
dream	6.0
wake	6.0
walk	6.0
sit	6.0
stand	6.0
lie	6.0
lay	6.0
move	6.0
jump	6.0
swim	6.0
drive	6.0
ride	6.0
fly	6.0
travel	6.0
visit	6.0
meet	6.0
talk	6.0
speak	6.0
listen	6.0
hear	6.0
see	6.0
watch	6.0
read	6.0
write	6.0
draw	6.0
paint	6.0
sing	6.0
dance	6.0
play	6.0
game	6.0
sport	6.0
team	6.0
player	6.0
win	6.0
lose	6.0
beat	6.0
score	6.0
buy	6.0
sell	6.0
pay	6.0
cost	6.0
price	6.0
market	6.0
business	6.0
company	6.0
industry	6.0
job	6.0
career	6.0
office	6.0
boss	6.0
worker	6.0
staff	6.0
customer	6.0
client	6.0
service	6.0
product	6.0
quality	6.0
value	6.0
plan	6.0
idea	6.0
question	6.0
answer	6.0
problem	6.0
solution	6.0
reason	6.0
cause	6.0
effect	6.0
result	6.0
change	6.0
difference	6.0
similar	6.0
usual	6.0
common	6.0
general	6.0
special	6.0
particular	6.0
certain	6.0
sure	6.0
true	6.0
real	6.0
false	6.0
correct	6.0
wrong	6.0
good	6.0
bad	6.0
nice	6.0
fine	6.0
happy	6.0
sad	6.0
angry	6.0
glad	6.0
proud	6.0
afraid	6.0
scared	6.0
worried	6.0
tired	6.0
sick	6.0
healthy	6.0
strong	6.0
safe	6.0
dangerous	6.0
free	6.0
busy	6.0
ready	6.0
done	6.0
# Bucket 5.5
able	5.5
unable	5.5
possible	5.5
impossible	5.5
necessary	5.5
essential	5.5
important	5.5
useful	5.5
helpful	5.5
interesting	5.5
boring	5.5
exciting	5.5
amazing	5.5
wonderful	5.5
terrible	5.5
awful	5.5
horrible	5.5
beautiful	5.5
pretty	5.5
ugly	5.5
lovely	5.5
cute	5.5
funny	5.5
serious	5.5
smart	5.5
clever	5.5
stupid	5.5
crazy	5.5
strange	5.5
weird	5.5
odd	5.5
normal	5.5
natural	5.5
human	5.5
personal	5.5
private	5.5
public	5.5
social	5.5
political	5.5
economic	5.5
financial	5.5
legal	5.5
medical	5.5
scientific	5.5
technical	5.5
digital	5.5
online	5.5
offline	5.5
local	5.5
global	5.5
national	5.5
international	5.5
foreign	5.5
modern	5.5
traditional	5.5
historical	5.5
ancient	5.5
original	5.5
average	5.5
total	5.5
entire	5.5
complete	5.5
perfect	5.5
excellent	5.5
great	5.5
wonderful	5.5
terrific	5.5
fantastic	5.5
superb	5.5
brilliant	5.5
outstanding	5.5
remarkable	5.5
impressive	5.5
notable	5.5
notably	5.5
significant	5.5
significant	5.5
substantial	5.5
considerable	5.5
major	5.5
minor	5.5
main	5.5
primary	5.5
secondary	5.5
central	5.5
basic	5.5
fundamental	5.5
key	5.5
core	5.5
vital	5.5
crucial	5.5
critical	5.5
urgent	5.5
serious	5.5
severe	5.5
extreme	5.5
slight	5.5
tiny	5.5
huge	5.5
enormous	5.5
massive	5.5
giant	5.5
vast	5.5
broad	5.5
narrow	5.5
limited	5.5
unlimited	5.5
endless	5.5
countless	5.5
numerous	5.5
various	5.5
multiple	5.5
several	5.5
single	5.5
double	5.5
triple	5.5
extra	5.5
additional	5.5
further	5.5
greater	5.5
lesser	5.5
higher	5.5
lower	5.5
older	5.5
newer	5.5
earlier	5.5
later	5.5
recent	5.5
recently	5.5
current	5.5
currently	5.5
present	5.5
previous	5.5
previous	5.5
prior	5.5
following	5.5
next	5.5
final	5.5
initial	5.5
original	5.5
early	5.5
late	5.5
future	5.5
past	5.5
present	5.5
present	5.5
soon	5.5
later	5.5
earlier	5.5
immediately	5.5
suddenly	5.5
quickly	5.5
slowly	5.5
carefully	5.5
easily	5.5
hardly	5.5
nearly	5.5
almost	5.5
exactly	5.5
precisely	5.5
roughly	5.5
approximately	5.5
about	5.5
around	5.5
before	5.5
after	5.5
during	5.5
while	5.5
since	5.5
until	5.5
throughout	5.5
across	5.5
along	5.5
beside	5.5
besides	5.5
except	5.5
including	5.5
including	5.5
regarding	5.5
concerning	5.5
according	5.5
depending	5.5
based	5.5
compared	5.5
related	5.5
connected	5.5
similar	5.5
different	5.5
opposite	5.5
separate	5.5
joined	5.5
combined	5.5
mixed	5.5
pure	5.5
raw	5.5
gold	5.5
silver	5.5
wood	5.5
metal	5.5
glass	5.5
plastic	5.5
paper	5.5
stone	5.5
sand	5.5
dirt	5.5
dust	5.5
smoke	5.5
fire	5.5
flame	5.5
heat	5.5
energy	5.5
power	5.5
electricity	5.5
gas	5.5
oil	5.5
fuel	5.5
coal	5.5
steel	5.5
iron	5.5
copper	5.5
gold	5.5
silver	5.5
camera	5.5
phone	5.5
computer	5.5
screen	5.5
keyboard	5.5
mouse	5.5
internet	5.5
website	5.5
web	5.5
page	5.5
app	5.5
software	5.5
hardware	5.5
system	5.5
network	5.5
data	5.5
file	5.5
folder	5.5
document	5.5
email	5.5
message	5.5
text	5.5
photo	5.5
picture	5.5
image	5.5
video	5.5
movie	5.5
film	5.5
show	5.5
program	5.5
channel	5.5
station	5.5
radio	5.5
news	5.5
report	5.5
article	5.5
magazine	5.5
newspaper	5.5
story	5.5
novel	5.5
poem	5.5
poetry	5.5
author	5.5
writer	5.5
reader	5.5
editor	5.5
publisher	5.5
library	5.5
museum	5.5
gallery	5.5
theater	5.5
theatre	5.5
cinema	5.5
concert	5.5
festival	5.5
party	5.5
event	5.5
meeting	5.5
conference	5.5
workshop	5.5
class	5.5
lesson	5.5
course	5.5
subject	5.5
topic	5.5
theme	5.5
idea	5.5
concept	5.5
theory	5.5
fact	5.5
truth	5.5
opinion	5.5
view	5.5
point	5.5
argument	5.5
discussion	5.5
conversation	5.5
speech	5.5
language	5.5
grammar	5.5
word	5.5
sentence	5.5
paragraph	5.5
chapter	5.5
section	5.5
part	5.5
piece	5.5
example	5.5
instance	5.5
case	5.5
sample	5.5
type	5.5
kind	5.5
sort	5.5
form	5.5
shape	5.5
size	5.5
length	5.5
width	5.5
height	5.5
weight	5.5
amount	5.5
quantity	5.5
number	5.5
total	5.5
sum	5.5
difference	5.5
increase	5.5
decrease	5.5
growth	5.5
decline	5.5
improvement	5.5
development	5.5
progress	5.5
change	5.5
shift	5.5
move	5.5
movement	5.5
action	5.5
activity	5.5
process	5.5
method	5.5
approach	5.5
strategy	5.5
plan	5.5
goal	5.5
objective	5.5
target	5.5
purpose	5.5
aim	5.5
intention	5.5
decision	5.5
choice	5.5
option	5.5
alternative	5.5
possibility	5.5
opportunity	5.5
chance	5.5
risk	5.5
danger	5.5
threat	5.5
worry	5.5
concern	5.5
issue	5.5
matter	5.5
affair	5.5
situation	5.5
condition	5.5
circumstance	5.5
context	5.5
background	5.5
detail	5.5
information	5.5
knowledge	5.5
understanding	5.5
experience	5.5
skill	5.5
ability	5.5
talent	5.5
strength	5.5
weakness	5.5
advantage	5.5
disadvantage	5.5
benefit	5.5
cost	5.5
profit	5.5
loss	5.5
gain	5.5
success	5.5
failure	5.5
achievement	5.5
result	5.5
outcome	5.5
effect	5.5
impact	5.5
influence	5.5
power	5.5
control	5.5
leadership	5.5
management	5.5
organization	5.5
government	5.5
law	5.5
rule	5.5
policy	5.5
system	5.5
society	5.5
culture	5.5
tradition	5.5
history	5.5
future	5.5
past	5.5
present	5.5
time	5.5
space	5.5
place	5.5
location	5.5
area	5.5
region	5.5
zone	5.5
district	5.5
neighborhood	5.5
street	5.5
road	5.5
highway	5.5
bridge	5.5
building	5.5
room	5.5
floor	5.5
wall	5.5
door	5.5
window	5.5
roof	5.5
kitchen	5.5
bedroom	5.5
bathroom	5.5
garden	5.5
yard	5.5
farm	5.5
field	5.5
factory	5.5
store	5.5
shop	5.5
restaurant	5.5
hotel	5.5
hospital	5.5
clinic	5.5
school	5.5
university	5.5
college	5.5
course	5.5
degree	5.5
student	5.5
teacher	5.5
professor	5.5
doctor	5.5
nurse	5.5
patient	5.5
police	5.5
soldier	5.5
officer	5.5
driver	5.5
pilot	5.5
sailor	5.5
farmer	5.5
cook	5.5
chef	5.5
waiter	5.5
artist	5.5
musician	5.5
actor	5.5
actress	5.5
singer	5.5
dancer	5.5
player	5.5
coach	5.5
judge	5.5
lawyer	5.5
engineer	5.5
scientist	5.5
researcher	5.5
expert	5.5
specialist	5.5
manager	5.5
director	5.5
leader	5.5
president	5.5
minister	5.5
mayor	5.5
governor	5.5
senator	5.5
member	5.5
citizen	5.5
person	5.5
people	5.5
individual	5.5
group	5.5
team	5.5
crowd	5.5
audience	5.5
public	5.5
community	5.5
population	5.5
generation	5.5
age	5.5
period	5.5
era	5.5
century	5.5
decade	5.5
moment	5.5
instant	5.5
second	5.5
while	5.5
occasion	5.5
event	5.5
incident	5.5
accident	5.5
emergency	5.5
disaster	5.5
crisis	5.5
war	5.5
peace	5.5
battle	5.5
fight	5.5
attack	5.5
defense	5.5
security	5.5
safety	5.5
freedom	5.5
right	5.5
justice	5.5
equality	5.5
fairness	5.5
respect	5.5
honor	5.5
duty	5.5
responsibility	5.5
obligation	5.5
promise	5.5
trust	5.5
loyalty	5.5
love	5.5
hate	5.5
anger	5.5
fear	5.5
joy	5.5
sadness	5.5
happiness	5.5
pain	5.5
suffering	5.5
pleasure	5.5
comfort	5.5
fun	5.5
humor	5.5
humour	5.5
laugh	5.5
smile	5.5
cry	5.5
tear	5.5
# Bucket 5.0
ability	5.0
academic	5.0
access	5.0
account	5.0
achieve	5.0
achieves	5.0
achieved	5.0
achieving	5.0
across	5.0
act	5.0
acting	5.0
active	5.0
activity	5.0
actually	5.0
add	5.0
added	5.0
adding	5.0
addition	5.0
address	5.0
adjust	5.0
administration	5.0
adult	5.0
advance	5.0
advanced	5.0
advantage	5.0
advertising	5.0
advice	5.0
advise	5.0
affect	5.0
affected	5.0
affecting	5.0
agency	5.0
agenda	5.0
agent	5.0
agreement	5.0
aid	5.0
aim	5.0
air	5.0
airport	5.0
alarm	5.0
allow	5.0
allowed	5.0
allowing	5.0
alone	5.0
along	5.0
alter	5.0
alternative	5.0
although	5.0
amid	5.0
amount	5.0
analysis	5.0
analyze	5.0
announce	5.0
annual	5.0
anxiety	5.0
apartment	5.0
apologize	5.0
appear	5.0
appeared	5.0
appearing	5.0
applies	5.0
apply	5.0
applied	5.0
applying	5.0
appoint	5.0
approach	5.0
appropriate	5.0
approval	5.0
approve	5.0
argue	5.0
argued	5.0
argument	5.0
arise	5.0
arises	5.0
arising	5.0
army	5.0
arrange	5.0
arrangement	5.0
arrival	5.0
arrive	5.0
arrived	5.0
arriving	5.0
art	5.0
article	5.0
artificial	5.0
aside	5.0
ask	5.0
asked	5.0
asking	5.0
aspect	5.0
assembly	5.0
assess	5.0
assessment	5.0
asset	5.0
assign	5.0
assist	5.0
assistance	5.0
associate	5.0
assume	5.0
assumed	5.0
assuming	5.0
assure	5.0
attack	5.0
attempt	5.0
attempted	5.0
attempting	5.0
attend	5.0
attendance	5.0
attention	5.0
attitude	5.0
attract	5.0
attracted	5.0
attractive	5.0
audience	5.0
author	5.0
authority	5.0
available	5.0
average	5.0
avoid	5.0
avoided	5.0
avoiding	5.0
award	5.0
aware	5.0
awareness	5.0
balance	5.0
balanced	5.0
ban	5.0
bank	5.0
banking	5.0
bar	5.0
barrier	5.0
base	5.0
basic	5.0
basis	5.0
battery	5.0
battle	5.0
bear	5.0
bearing	5.0
beauty	5.0
become	5.0
becomes	5.0
becoming	5.0
behalf	5.0
behave	5.0
behavior	5.0
behaviour	5.0
belief	5.0
believe	5.0
believed	5.0
believing	5.0
belong	5.0
belongs	5.0
belonging	5.0
benefit	5.0
benefits	5.0
bet	5.0
beyond	5.0
bicycle	5.0
bill	5.0
bind	5.0
birth	5.0
blame	5.0
blank	5.0
blind	5.0
block	5.0
blood	5.0
board	5.0
boat	5.0
bond	5.0
bonus	5.0
border	5.0
born	5.0
borrow	5.0
bother	5.0
bottle	5.0
brain	5.0
branch	5.0
brand	5.0
brave	5.0
break	5.0
breaking	5.0
breath	5.0
breathe	5.0
breathing	5.0
brief	5.0
briefly	5.0
bring	5.0
brings	5.0
bringing	5.0
broad	5.0
broadly	5.0
broken	5.0
budget	5.0
build	5.0
building	5.0
built	5.0
burden	5.0
burn	5.0
burst	5.0
button	5.0
buyer	5.0
cabinet	5.0
cable	5.0
calculate	5.0
call	5.0
called	5.0
calling	5.0
calm	5.0
camp	5.0
campaign	5.0
campus	5.0
capable	5.0
capacity	5.0
capital	5.0
capture	5.0
captured	5.0
car	5.0
card	5.0
care	5.0
cared	5.0
career	5.0
careful	5.0
carefully	5.0
carry	5.0
carried	5.0
carrying	5.0
case	5.0
cash	5.0
catch	5.0
caught	5.0
category	5.0
celebrate	5.0
celebration	5.0
cell	5.0
cent	5.0
center	5.0
centre	5.0
century	5.0
certain	5.0
certainly	5.0
chain	5.0
chair	5.0
challenge	5.0
challenged	5.0
challenging	5.0
champion	5.0
chance	5.0
character	5.0
characteristic	5.0
charge	5.0
charged	5.0
charity	5.0
chase	5.0
cheap	5.0
check	5.0
checked	5.0
checking	5.0
cheek	5.0
cheer	5.0
chemical	5.0
chest	5.0
chief	5.0
choice	5.0
choose	5.0
chosen	5.0
choosing	5.0
church	5.0
circle	5.0
circuit	5.0
cite	5.0
citizen	5.0
civil	5.0
claim	5.0
claimed	5.0
claiming	5.0
classic	5.0
classroom	5.0
clause	5.0
clay	5.0
clean	5.0
clear	5.0
clearly	5.0
climate	5.0
climb	5.0
clock	5.0
closed	5.0
closely	5.0
closer	5.0
closest	5.0
clothing	5.0
club	5.0
clue	5.0
cluster	5.0
coach	5.0
coalition	5.0
coast	5.0
coffee	5.0
cold	5.0
collapse	5.0
colleague	5.0
collect	5.0
collected	5.0
collecting	5.0
collection	5.0
college	5.0
combine	5.0
combined	5.0
combining	5.0
comfort	5.0
comfortable	5.0
command	5.0
comment	5.0
commercial	5.0
commission	5.0
commit	5.0
commitment	5.0
committed	5.0
committee	5.0
common	5.0
commonly	5.0
communicate	5.0
communication	5.0
community	5.0
company	5.0
compare	5.0
compared	5.0
comparing	5.0
comparison	5.0
compete	5.0
competition	5.0
competitive	5.0
complain	5.0
complaint	5.0
complete	5.0
completed	5.0
completely	5.0
completing	5.0
complex	5.0
complexity	5.0
compliance	5.0
component	5.0
compose	5.0
composed	5.0
compound	5.0
comprehensive	5.0
comprise	5.0
comprised	5.0
compromise	5.0
computer	5.0
concentrate	5.0
concentration	5.0
concept	5.0
concern	5.0
concerned	5.0
concerning	5.0
conclude	5.0
concluded	5.0
concluding	5.0
conclusion	5.0
condition	5.0
conduct	5.0
conducted	5.0
conducting	5.0
conference	5.0
confidence	5.0
confident	5.0
confirm	5.0
confirmed	5.0
confirming	5.0
conflict	5.0
confront	5.0
confuse	5.0
confused	5.0
confusion	5.0
congress	5.0
connect	5.0
connected	5.0
connecting	5.0
connection	5.0
conscious	5.0
consciousness	5.0
consensus	5.0
consequence	5.0
consequences	5.0
conservative	5.0
consider	5.0
considerable	5.0
considerably	5.0
considered	5.0
considering	5.0
consist	5.0
consisted	5.0
consisting	5.0
consistent	5.0
constant	5.0
constantly	5.0
constitute	5.0
constitution	5.0
construct	5.0
construction	5.0
consult	5.0
consultant	5.0
consume	5.0
consumer	5.0
consumption	5.0
contact	5.0
contain	5.0
contained	5.0
containing	5.0
container	5.0
contemporary	5.0
content	5.0
context	5.0
continue	5.0
continued	5.0
continues	5.0
continuing	5.0
continuous	5.0
contract	5.0
contrast	5.0
contribute	5.0
contributed	5.0
contributing	5.0
contribution	5.0
control	5.0
controlled	5.0
controlling	5.0
controversy	5.0
convenient	5.0
convention	5.0
conversation	5.0
convert	5.0
convey	5.0
convince	5.0
convinced	5.0
cook	5.0
cool	5.0
copy	5.0
core	5.0
corner	5.0
corporate	5.0
correct	5.0
correctly	5.0
correspond	5.0
cost	5.0
costs	5.0
council	5.0
count	5.0
counted	5.0
counting	5.0
counter	5.0
country	5.0
county	5.0
couple	5.0
courage	5.0
court	5.0
cover	5.0
covered	5.0
covering	5.0
crash	5.0
crazy	5.0
create	5.0
created	5.0
creating	5.0
creation	5.0
creative	5.0
creativity	5.0
creature	5.0
credit	5.0
crew	5.0
crime	5.0
criminal	5.0
crisis	5.0
criteria	5.0
critical	5.0
criticism	5.0
criticize	5.0
crop	5.0
cross	5.0
crowd	5.0
crucial	5.0
culture	5.0
cultural	5.0
cup	5.0
cure	5.0
curious	5.0
current	5.0
currently	5.0
curve	5.0
custom	5.0
customer	5.0
cut	5.0
cycle	5.0
daily	5.0
damage	5.0
damaged	5.0
dance	5.0
danger	5.0
dangerous	5.0
data	5.0
date	5.0
daughter	5.0
dead	5.0
deal	5.0
dealt	5.0
dealing	5.0
debate	5.0
debt	5.0
decade	5.0
decide	5.0
decided	5.0
deciding	5.0
decision	5.0
decline	5.0
declined	5.0
decrease	5.0
deep	5.0
deeply	5.0
defeat	5.0
defend	5.0
defense	5.0
define	5.0
defined	5.0
defining	5.0
definition	5.0
degree	5.0
delay	5.0
delayed	5.0
deliberately	5.0
deliver	5.0
delivered	5.0
delivering	5.0
delivery	5.0
demand	5.0
demanded	5.0
democracy	5.0
democratic	5.0
demonstrate	5.0
demonstrated	5.0
demonstrating	5.0
deny	5.0
department	5.0
depend	5.0
depended	5.0
depending	5.0
dependent	5.0
deposit	5.0
depression	5.0
depth	5.0
derive	5.0
derived	5.0
describe	5.0
described	5.0
describing	5.0
description	5.0
desert	5.0
deserve	5.0
design	5.0
designed	5.0
designing	5.0
desire	5.0
desk	5.0
desperate	5.0
despite	5.0
destroy	5.0
destroyed	5.0
destruction	5.0
detail	5.0
detailed	5.0
determine	5.0
determined	5.0
determining	5.0
develop	5.0
developed	5.0
developing	5.0
development	5.0
device	5.0
devote	5.0
dialogue	5.0
die	5.0
died	5.0
diet	5.0
difference	5.0
differ	5.0
different	5.0
differently	5.0
difficult	5.0
difficulty	5.0
digital	5.0
dimension	5.0
direct	5.0
directed	5.0
direction	5.0
directly	5.0
director	5.0
dirt	5.0
disagree	5.0
disappear	5.0
disappeared	5.0
disaster	5.0
discipline	5.0
discount	5.0
discover	5.0
discovered	5.0
discovery	5.0
discuss	5.0
discussed	5.0
discussing	5.0
discussion	5.0
disease	5.0
dish	5.0
dismiss	5.0
display	5.0
distance	5.0
distant	5.0
distinct	5.0
distinction	5.0
distinguish	5.0
distribute	5.0
distribution	5.0
district	5.0
diverse	5.0
diversity	5.0
divide	5.0
divided	5.0
division	5.0
doctor	5.0
document	5.0
documented	5.0
dog	5.0
domain	5.0
domestic	5.0
dominant	5.0
dominate	5.0
door	5.0
double	5.0
doubt	5.0
doubtful	5.0
draft	5.0
drag	5.0
drama	5.0
dramatic	5.0
dramatically	5.0
draw	5.0
drawn	5.0
drawing	5.0
dream	5.0
dress	5.0
drink	5.0
drinking	5.0
drive	5.0
driven	5.0
driver	5.0
driving	5.0
drop	5.0
dropped	5.0
drug	5.0
drunk	5.0
dry	5.0
due	5.0
dull	5.0
during	5.0
duty	5.0
each	5.0
eager	5.0
ear	5.0
early	5.0
earn	5.0
earned	5.0
earning	5.0
earth	5.0
ease	5.0
easier	5.0
easily	5.0
east	5.0
eastern	5.0
easy	5.0
eat	5.0
eaten	5.0
eating	5.0
economic	5.0
economics	5.0
economy	5.0
edge	5.0
edit	5.0
edition	5.0
editor	5.0
educate	5.0
educated	5.0
education	5.0
educational	5.0
effect	5.0
effective	5.0
effectively	5.0
efficiency	5.0
efficient	5.0
effort	5.0
efforts	5.0
either	5.0
elderly	5.0
elect	5.0
elected	5.0
election	5.0
electric	5.0
electrical	5.0
electricity	5.0
electronic	5.0
element	5.0
elementary	5.0
eliminate	5.0
eliminated	5.0
emerge	5.0
emerged	5.0
emerging	5.0
emergency	5.0
emotion	5.0
emotional	5.0
emphasis	5.0
emphasize	5.0
emphasized	5.0
employ	5.0
employed	5.0
employee	5.0
employer	5.0
employment	5.0
empty	5.0
enable	5.0
enabled	5.0
enabling	5.0
encounter	5.0
encountered	5.0
encourage	5.0
encouraged	5.0
encouraging	5.0
end	5.0
enemy	5.0
energy	5.0
engage	5.0
engaged	5.0
engaging	5.0
engine	5.0
engineer	5.0
engineering	5.0
english	5.0
enhance	5.0
enhanced	5.0
enhancing	5.0
enjoy	5.0
enjoyed	5.0
enjoying	5.0
enormous	5.0
enough	5.0
ensure	5.0
ensured	5.0
ensuring	5.0
enter	5.0
entered	5.0
entering	5.0
enterprise	5.0
entertainment	5.0
enthusiasm	5.0
entire	5.0
entirely	5.0
entrance	5.0
entry	5.0
environment	5.0
environmental	5.0
equal	5.0
equally	5.0
equipment	5.0
era	5.0
error	5.0
escape	5.0
escaped	5.0
especially	5.0
essay	5.0
essential	5.0
essentially	5.0
establish	5.0
established	5.0
establishing	5.0
establishment	5.0
estate	5.0
estimate	5.0
estimated	5.0
ethnic	5.0
evaluate	5.0
evaluated	5.0
evaluation	5.0
evening	5.0
event	5.0
eventually	5.0
evidence	5.0
evident	5.0
exact	5.0
exactly	5.0
examine	5.0
examined	5.0
examining	5.0
example	5.0
exceed	5.0
excellent	5.0
except	5.0
exception	5.0
exchange	5.0
excited	5.0
excitement	5.0
exciting	5.0
exclude	5.0
excluded	5.0
excuse	5.0
executive	5.0
exercise	5.0
exhibit	5.0
exist	5.0
existed	5.0
existing	5.0
existence	5.0
expand	5.0
expanded	5.0
expanding	5.0
expansion	5.0
expect	5.0
expected	5.0
expecting	5.0
expectation	5.0
expense	5.0
expensive	5.0
experience	5.0
experienced	5.0
experiencing	5.0
experiment	5.0
expert	5.0
explain	5.0
explained	5.0
explaining	5.0
explanation	5.0
explore	5.0
explored	5.0
exploring	5.0
explosion	5.0
export	5.0
expose	5.0
exposed	5.0
exposure	5.0
express	5.0
expressed	5.0
expressing	5.0
expression	5.0
extend	5.0
extended	5.0
extending	5.0
extension	5.0
extensive	5.0
extent	5.0
